index, pos_x, pos_y, pos_z, size_x, size_y, size_z
3244,538.3608,3.0,-95.6522,4.0,0.03,3.2
3245,-216.8362,3.0,-529.4931,4.0,0.03,3.2
3246,-263.0965,3.0,-130.1827,4.0,0.03,3.2
3247,206.1121,3.0,200.3631,4.0,0.03,3.2
3248,-281.9466,3.0,233.0537,4.0,0.03,3.2
3249,236.8569,3.0,78.6345,4.0,0.03,3.2
3250,-110.0347,3.0,-431.5491,4.0,0.03,3.2
3251,-540.087,3.0,-105.4698,4.0,0.03,3.2
3252,515.3867,3.0,-376.8655,4.0,0.03,3.2
3253,189.6221,3.0,-124.0973,4.0,0.03,3.2
3254,-160.317,3.0,248.8696,4.0,0.03,3.2
3255,-233.3076,3.0,194.1747,4.0,0.03,3.2
3256,-363.7559,3.0,-96.0805,4.0,0.03,3.2
3257,357.8567,3.0,-550.6376,4.0,0.03,3.2
3258,-451.1217,3.0,-464.9118,4.0,0.03,3.2
3259,-212.1277,3.0,163.9555,4.0,0.03,3.2
3260,301.1191,3.0,-473.5103,4.0,0.03,3.2
3261,294.2138,3.0,180.1185,4.0,0.03,3.2
3262,371.4501,3.0,152.7011,4.0,0.03,3.2
3263,-356.8242,3.0,153.3547,4.0,0.03,3.2
3264,333.9581,3.0,-33.6679,4.0,0.03,3.2
3265,-182.897,3.0,255.9351,4.0,0.03,3.2
3266,-440.289,3.0,113.3457,4.0,0.03,3.2
3267,187.5418,3.0,239.7053,4.0,0.03,3.2
3268,-380.1009,3.0,163.1095,4.0,0.03,3.2
3269,-190.0701,3.0,178.1771,4.0,0.03,3.2
3270,-527.6741,3.0,-298.6333,4.0,0.03,3.2
3271,118.8074,3.0,-405.1188,4.0,0.03,3.2
3272,-539.0183,3.0,-232.8393,4.0,0.03,3.2
3273,479.1213,3.0,62.0323,4.0,0.03,3.2
3274,171.7861,3.0,106.0002,4.0,0.03,3.2
3275,-404.0682,3.0,-175.6587,4.0,0.03,3.2
3276,209.4663,3.0,233.6942,4.0,0.03,3.2
3277,68.1225,3.0,258.7148,4.0,0.03,3.2
3278,513.9797,3.0,-1.3033,4.0,0.03,3.2
3279,-319.175,3.0,-387.7421,4.0,0.03,3.2
3280,-268.0367,3.0,232.5293,4.0,0.03,3.2
3281,-534.5765,3.0,-285.9185,4.0,0.03,3.2
3282,52.7522,3.0,-380.4444,4.0,0.03,3.2
3283,-167.5443,3.0,158.1971,4.0,0.03,3.2
3284,-227.6048,3.0,124.6337,4.0,0.03,3.2
3285,219.9423,3.0,224.199,4.0,0.03,3.2
3286,-365.7652,3.0,164.4889,4.0,0.03,3.2
3287,99.2922,3.0,249.3255,4.0,0.03,3.2
3288,-115.7583,3.0,226.5908,4.0,0.03,3.2
3289,404.6649,3.0,136.3455,4.0,0.03,3.2
3290,317.0714,3.0,204.6235,4.0,0.03,3.2
3291,168.7281,3.0,-99.8897,4.0,0.03,3.2
3292,-191.2836,3.0,-449.5428,4.0,0.03,3.2
3293,390.4793,3.0,138.6355,4.0,0.03,3.2
3294,-85.3614,3.0,-423.713,4.0,0.03,3.2
3295,-526.0865,3.0,-83.3026,4.0,0.03,3.2
3296,497.0521,3.0,-400.409,4.0,0.03,3.2
3297,234.6111,3.0,137.5791,4.0,0.03,3.2
3298,294.8637,3.0,-137.3669,4.0,0.03,3.2
3299,160.6445,3.0,140.1586,4.0,0.03,3.2
3300,243.8952,3.0,227.7732,4.0,0.03,3.2
3301,-534.491,3.0,-131.2019,4.0,0.03,3.2
3302,-224.3014,3.0,-305.3456,4.0,0.03,3.2
3303,-283.1306,3.0,131.7451,4.0,0.03,3.2
3304,72.3223,3.0,166.3105,4.0,0.03,3.2
3305,81.4307,3.0,-181.1364,4.0,0.03,3.2
3306,423.9287,3.0,120.0746,4.0,0.03,3.2
3307,279.8458,3.0,218.2058,4.0,0.03,3.2
3308,442.5282,3.0,102.2056,4.0,0.03,3.2
3309,-164.1197,3.0,224.4496,4.0,0.03,3.2
3310,-462.4025,3.0,77.9581,4.0,0.03,3.2
3311,-499.389,3.0,15.6244,4.0,0.03,3.2
3312,96.3428,3.0,-174.2825,4.0,0.03,3.2
3313,198.3157,3.0,231.2063,4.0,0.03,3.2
3314,542.1387,3.0,-156.3041,4.0,0.03,3.2
3315,498.0286,3.0,23.287,4.0,0.03,3.2
3316,-292.3499,3.0,219.5227,4.0,0.03,3.2
3317,155.2823,3.0,41.1626,4.0,0.03,3.2
3318,-99.507,3.0,185.5559,4.0,0.03,3.2
3319,-206.4379,3.0,249.57,4.0,0.03,3.2
3320,309.7249,3.0,127.9968,4.0,0.03,3.2
3321,-351.4935,3.0,165.4384,4.0,0.03,3.2
3322,-242.7201,3.0,14.0364,4.0,0.03,3.2
3323,-261.3974,3.0,206.6433,4.0,0.03,3.2
3324,432.0245,3.0,-495.6632,4.0,0.03,3.2
3325,-520.4718,3.0,-311.1816,4.0,0.03,3.2
3326,-329.647,3.0,-559.2194,4.0,0.03,3.2
3327,543.8605,3.0,-206.19,4.0,0.03,3.2
3328,218.6385,3.0,212.7798,4.0,0.03,3.2
3329,-521.5583,3.0,-108.4006,4.0,0.03,3.2
3330,441.9969,3.0,-104.4425,4.0,0.03,3.2
3331,71.7371,3.0,274.8611,4.0,0.03,3.2
3332,-101.3451,3.0,-260.6544,4.0,0.03,3.2
3333,-371.0554,3.0,151.9304,4.0,0.03,3.2
3334,-472.6596,3.0,-412.3891,4.0,0.03,3.2
3335,182.4042,3.0,34.8137,4.0,0.03,3.2
3336,480.9258,3.0,46.2776,4.0,0.03,3.2
3337,269.6703,3.0,125.3528,4.0,0.03,3.2
3338,-298.8848,3.0,-269.1964,4.0,0.03,3.2
3339,-205.5946,3.0,237.4025,4.0,0.03,3.2
3340,-242.5451,3.0,-16.8667,4.0,0.03,3.2
3341,533.2647,3.0,-120.5799,4.0,0.03,3.2
3342,-118.3156,3.0,165.6683,4.0,0.03,3.2
3343,313.0413,3.0,89.8956,4.0,0.03,3.2
3344,-405.1904,3.0,134.3711,4.0,0.03,3.2
3345,519.8771,3.0,-335.2329,4.0,0.03,3.2
3346,-106.5286,3.0,65.2709,4.0,0.03,3.2
3347,-279.2087,3.0,-199.8682,4.0,0.03,3.2
3348,-193.7218,3.0,234.8926,4.0,0.03,3.2
3349,420.2156,3.0,-505.5468,4.0,0.03,3.2
3350,326.1088,3.0,190.2313,4.0,0.03,3.2
3351,411.8933,3.0,-48.4329,4.0,0.03,3.2
3352,394.8823,3.0,125.7976,4.0,0.03,3.2
3353,-83.4557,3.0,-94.6953,4.0,0.03,3.2
3354,324.8073,3.0,-170.0679,4.0,0.03,3.2
3355,463.7717,3.0,67.7626,4.0,0.03,3.2
3356,88.4535,3.0,270.3904,4.0,0.03,3.2
3357,195.6292,3.0,71.7238,4.0,0.03,3.2
3358,433.8279,3.0,77.904,4.0,0.03,3.2
3359,61.9673,3.0,-572.313,4.0,0.03,3.2
3360,156.9942,3.0,219.5567,4.0,0.03,3.2
3361,14.3769,3.0,-557.2811,4.0,0.03,3.2
3362,427.696,3.0,106.1302,4.0,0.03,3.2
3363,221.189,3.0,-98.7682,4.0,0.03,3.2
3364,-417.0653,3.0,-496.1845,4.0,0.03,3.2
3365,86.9402,3.0,-469.2692,4.0,0.03,3.2
3366,-414.2381,3.0,-188.3659,4.0,0.03,3.2
3367,445.6905,3.0,87.6502,4.0,0.03,3.2
3368,-464.7452,3.0,62.2247,4.0,0.03,3.2
3369,-414.5621,3.0,-417.9447,4.0,0.03,3.2
3370,538.8508,3.0,-218.7852,4.0,0.03,3.2
3371,58.6519,3.0,-268.9231,4.0,0.03,3.2
3372,-499.6278,3.0,-1.3069,4.0,0.03,3.2
3373,-228.4526,3.0,228.9016,4.0,0.03,3.2
3374,515.4358,3.0,-181.6087,4.0,0.03,3.2
3375,356.3895,3.0,-3.9258,4.0,0.03,3.2
3376,-361.7482,3.0,141.0995,4.0,0.03,3.2
3377,133.0105,3.0,88.2637,4.0,0.03,3.2
3378,176.7611,3.0,236.3327,4.0,0.03,3.2
3379,-311.2406,3.0,191.0964,4.0,0.03,3.2
3380,253.0312,3.0,-187.3265,4.0,0.03,3.2
3381,40.0389,3.0,-381.7527,4.0,0.03,3.2
3382,-186.72,3.0,105.3205,4.0,0.03,3.2
3383,299.3648,3.0,-302.0112,4.0,0.03,3.2
3384,-288.2431,3.0,-317.5315,4.0,0.03,3.2
3385,529.2294,3.0,-282.8423,4.0,0.03,3.2
3386,161.6857,3.0,-168.522,4.0,0.03,3.2
3387,-428.0939,3.0,102.5604,4.0,0.03,3.2
3388,511.8298,3.0,-347.2294,4.0,0.03,3.2
3389,66.8481,3.0,220.6974,4.0,0.03,3.2
3390,498.4897,3.0,-9.4494,4.0,0.03,3.2
3391,454.1457,3.0,-115.28,4.0,0.03,3.2
3392,-11.3008,3.0,273.1807,4.0,0.03,3.2
3393,-77.1995,3.0,260.4815,4.0,0.03,3.2
3394,-440.1036,3.0,-332.5026,4.0,0.03,3.2
3395,-405.232,3.0,-506.0608,4.0,0.03,3.2
3396,145.9654,3.0,217.2428,4.0,0.03,3.2
3397,-527.6894,3.0,-156.6412,4.0,0.03,3.2
3398,-143.043,3.0,-518.4023,4.0,0.03,3.2
3399,-23.8076,3.0,-381.9099,4.0,0.03,3.2
3400,-375.9232,3.0,139.2019,4.0,0.03,3.2
3401,236.9976,3.0,148.8554,4.0,0.03,3.2
3402,276.5549,3.0,205.5911,4.0,0.03,3.2
3403,-327.9059,3.0,50.5585,4.0,0.03,3.2
3404,-203.0163,3.0,214.0348,4.0,0.03,3.2
3405,-529.3562,3.0,-206.5948,4.0,0.03,3.2
3406,-274.5892,3.0,-480.8571,4.0,0.03,3.2
3407,-29.4193,3.0,198.2611,4.0,0.03,3.2
3408,242.3631,3.0,-15.6745,4.0,0.03,3.2
3409,494.8973,3.0,-370.6363,4.0,0.03,3.2
3410,-49.2387,3.0,221.5517,4.0,0.03,3.2
3411,-483.6746,3.0,23.355,4.0,0.03,3.2
3412,467.5186,3.0,-434.0397,4.0,0.03,3.2
3413,114.3811,3.0,243.2202,4.0,0.03,3.2
3414,-214.4492,3.0,215.4478,4.0,0.03,3.2
3415,-355.3426,3.0,80.5528,4.0,0.03,3.2
3416,-339.6713,3.0,-436.2486,4.0,0.03,3.2
3417,512.7667,3.0,-35.0503,4.0,0.03,3.2
3418,120.8969,3.0,258.4289,4.0,0.03,3.2
3419,246.878,3.0,-563.7256,4.0,0.03,3.2
3420,465.7754,3.0,52.5177,4.0,0.03,3.2
3421,67.8953,3.0,-134.9896,4.0,0.03,3.2
3422,-202.1844,3.0,-122.8964,4.0,0.03,3.2
3423,-393.1688,3.0,-515.6586,4.0,0.03,3.2
3424,324.2884,3.0,32.7874,4.0,0.03,3.2
3425,334.478,3.0,175.4419,4.0,0.03,3.2
3426,-245.5388,3.0,-144.0545,4.0,0.03,3.2
3427,298.6468,3.0,192.3748,4.0,0.03,3.2
3428,251.5456,3.0,204.7332,4.0,0.03,3.2
3429,-88.1278,3.0,265.7716,4.0,0.03,3.2
3430,-327.6629,3.0,-359.6658,4.0,0.03,3.2
3431,-437.6501,3.0,-45.9169,4.0,0.03,3.2
3432,197.3322,3.0,-332.6519,4.0,0.03,3.2
3433,430.9971,3.0,92.0682,4.0,0.03,3.2
3434,-462.7878,3.0,-423.6049,4.0,0.03,3.2
3435,-86.8197,3.0,-371.4573,4.0,0.03,3.2
3436,-226.5,3.0,216.8587,4.0,0.03,3.2
3437,-238.7261,3.0,217.8288,4.0,0.03,3.2
3438,-523.8409,3.0,-169.233,4.0,0.03,3.2
3439,-387.4157,3.0,-102.1755,4.0,0.03,3.2
3440,204.9198,3.0,165.4008,4.0,0.03,3.2
3441,-112.9793,3.0,-295.2815,4.0,0.03,3.2
3442,-499.3019,3.0,-18.2367,4.0,0.03,3.2
3443,52.1616,3.0,178.686,4.0,0.03,3.2
3444,-160.6817,3.0,237.5628,4.0,0.03,3.2
3445,36.0184,3.0,264.2264,4.0,0.03,3.2
3446,-82.3814,3.0,250.2555,4.0,0.03,3.2
3447,-394.4867,3.0,123.5138,4.0,0.03,3.2
3448,-152.3869,3.0,-92.212,4.0,0.03,3.2
3449,-274.4584,3.0,206.5077,4.0,0.03,3.2
3450,-380.8824,3.0,-524.9676,4.0,0.03,3.2
3451,-46.4182,3.0,-572.4264,4.0,0.03,3.2
3452,320.7654,3.0,177.41,4.0,0.03,3.2
3453,-514.6155,3.0,-283.3316,4.0,0.03,3.2
3454,-77.8238,3.0,203.604,4.0,0.03,3.2
3455,419.2525,3.0,82.3453,4.0,0.03,3.2
3456,-220.6044,3.0,19.8956,4.0,0.03,3.2
3457,52.1576,3.0,261.9624,4.0,0.03,3.2
3458,-512.3606,3.0,-62.396,4.0,0.03,3.2
3459,-508.9665,3.0,-157.8144,4.0,0.03,3.2
3460,527.9469,3.0,-243.6041,4.0,0.03,3.2
3461,-104.2775,3.0,259.4142,4.0,0.03,3.2
3462,370.7478,3.0,-542.2122,4.0,0.03,3.2
3463,507.9328,3.0,-319.035,4.0,0.03,3.2
3464,-385.7213,3.0,-40.579,4.0,0.03,3.2
3465,353.5159,3.0,-237.9809,4.0,0.03,3.2
3466,-431.2783,3.0,87.9569,4.0,0.03,3.2
3467,248.6101,3.0,192.9908,4.0,0.03,3.2
3468,-368.3804,3.0,-533.9806,4.0,0.03,3.2
3469,83.5794,3.0,-106.4995,4.0,0.03,3.2
3470,-302.8752,3.0,-574.4971,4.0,0.03,3.2
3471,-515.8443,3.0,-133.2565,4.0,0.03,3.2
3472,211.0416,3.0,131.8085,4.0,0.03,3.2
3473,260.6511,3.0,193.3463,4.0,0.03,3.2
3474,272.8332,3.0,193.2455,4.0,0.03,3.2
3475,446.5397,3.0,-455.264,4.0,0.03,3.2
3476,-79.554,3.0,-251.2492,4.0,0.03,3.2
3477,220.0407,3.0,-332.7136,4.0,0.03,3.2
3478,511.3188,3.0,-51.8749,4.0,0.03,3.2
3479,467.2702,3.0,37.2145,4.0,0.03,3.2
3480,239.8516,3.0,-304.433,4.0,0.03,3.2
3481,272.7328,3.0,158.166,4.0,0.03,3.2
3482,151.6197,3.0,242.6001,4.0,0.03,3.2
3483,-359.8829,3.0,-419.3851,4.0,0.03,3.2
3484,-512.5508,3.0,-145.5761,4.0,0.03,3.2
3485,452.247,3.0,43.4668,4.0,0.03,3.2
3486,-382.4698,3.0,64.7388,4.0,0.03,3.2
3487,83.8536,3.0,254.497,4.0,0.03,3.2
3488,-51.0192,3.0,259.3475,4.0,0.03,3.2
3489,-282.7674,3.0,23.488,4.0,0.03,3.2
3490,361.1655,3.0,-202.0689,4.0,0.03,3.2
3491,-507.7756,3.0,-295.5765,4.0,0.03,3.2
3492,-333.6573,3.0,-418.4962,4.0,0.03,3.2
3493,-467.8474,3.0,30.5668,4.0,0.03,3.2
3494,-442.2641,3.0,-445.3203,4.0,0.03,3.2
3495,-236.224,3.0,205.8855,4.0,0.03,3.2
3496,260.2848,3.0,104.4663,4.0,0.03,3.2
3497,-220.6713,3.0,103.5791,4.0,0.03,3.2
3498,-355.6691,3.0,-542.6996,4.0,0.03,3.2
3499,383.153,3.0,-267.7896,4.0,0.03,3.2
3500,166.536,3.0,-1.9711,4.0,0.03,3.2
3501,43.0887,3.0,255.273,4.0,0.03,3.2
3502,246.3229,3.0,73.8404,4.0,0.03,3.2
3503,-498.4097,3.0,-35.1462,4.0,0.03,3.2
3504,43.6295,3.0,174.8504,4.0,0.03,3.2
3505,435.6804,3.0,-465.4993,4.0,0.03,3.2
3506,364.9637,3.0,-427.3206,4.0,0.03,3.2
3507,-433.9729,3.0,73.2548,4.0,0.03,3.2
3508,-234.8424,3.0,109.9234,4.0,0.03,3.2
3509,165.2861,3.0,-20.0106,4.0,0.03,3.2
3510,5.7773,3.0,257.7825,4.0,0.03,3.2
3511,-513.3786,3.0,-244.0686,4.0,0.03,3.2
3512,-480.1325,3.0,-371.1806,4.0,0.03,3.2
3513,-131.9375,3.0,-383.1242,4.0,0.03,3.2
3514,166.1919,3.0,233.3095,4.0,0.03,3.2
3515,-41.4178,3.0,253.1655,4.0,0.03,3.2
3516,234.9814,3.0,19.5954,4.0,0.03,3.2
3517,33.9228,3.0,-193.9245,4.0,0.03,3.2
3518,38.6973,3.0,-522.3131,4.0,0.03,3.2
3519,-270.6139,3.0,194.0783,4.0,0.03,3.2
3520,-291.1102,3.0,-160.8096,4.0,0.03,3.2
3521,140.0535,3.0,239.4055,4.0,0.03,3.2
3522,171.0597,3.0,96.0181,4.0,0.03,3.2
3523,-146.7469,3.0,178.493,4.0,0.03,3.2
3524,-135.2676,3.0,243.7797,4.0,0.03,3.2
3525,-459.2799,3.0,-154.5899,4.0,0.03,3.2
3526,408.1868,3.0,-256.4552,4.0,0.03,3.2
3527,-153.0943,3.0,78.9159,4.0,0.03,3.2
3528,436.1856,3.0,63.654,4.0,0.03,3.2
3529,315.0066,3.0,164.9368,4.0,0.03,3.2
3530,515.8852,3.0,-267.882,4.0,0.03,3.2
3531,113.21,3.0,15.5578,4.0,0.03,3.2
3532,253.8127,3.0,170.7729,4.0,0.03,3.2
3533,427.3984,3.0,-1.08,4.0,0.03,3.2
3534,-17.09,3.0,249.0882,4.0,0.03,3.2
3535,-196.0655,3.0,-146.0615,4.0,0.03,3.2
3536,180.1658,3.0,223.1466,4.0,0.03,3.2
3537,-142.6584,3.0,209.7788,4.0,0.03,3.2
3538,135.0456,3.0,29.0562,4.0,0.03,3.2
3539,-496.9532,3.0,-52.0162,4.0,0.03,3.2
3540,-201.3167,3.0,202.8421,4.0,0.03,3.2
3541,-316.3512,3.0,-567.0175,4.0,0.03,3.2
3542,462.5996,3.0,-321.256,4.0,0.03,3.2
3543,-471.2308,3.0,-382.5849,4.0,0.03,3.2
3544,-387.9376,3.0,100.1381,4.0,0.03,3.2
3545,-507.4694,3.0,-256.2965,4.0,0.03,3.2
3546,64.7437,3.0,243.5577,4.0,0.03,3.2
3547,289.0983,3.0,15.6606,4.0,0.03,3.2
3548,105.7007,3.0,-230.0617,4.0,0.03,3.2
3549,138.1688,3.0,-6.0724,4.0,0.03,3.2
3550,302.1502,3.0,166.8049,4.0,0.03,3.2
3551,-436.1749,3.0,58.4708,4.0,0.03,3.2
3552,-327.4431,3.0,161.0513,4.0,0.03,3.2
3553,275.6316,3.0,-306.7083,4.0,0.03,3.2
3554,304.414,3.0,-581.2288,4.0,0.03,3.2
3555,413.2522,3.0,-485.1881,4.0,0.03,3.2
3556,41.1902,3.0,240.3535,4.0,0.03,3.2
3557,-493.2434,3.0,-319.5642,4.0,0.03,3.2
3558,-412.4056,3.0,-446.313,4.0,0.03,3.2
3559,-221.7956,3.0,193.8159,4.0,0.03,3.2
3560,421.7658,3.0,68.5797,4.0,0.03,3.2
3561,-159.909,3.0,-631.0789,4.0,0.03,3.2
3562,115.2628,3.0,-367.6041,4.0,0.03,3.2
3563,335.666,3.0,148.0116,4.0,0.03,3.2
3564,103.9627,3.0,238.9303,4.0,0.03,3.2
3565,-123.5531,3.0,240.5851,4.0,0.03,3.2
3566,265.2266,3.0,170.1367,4.0,0.03,3.2
3567,-149.989,3.0,234.5599,4.0,0.03,3.2
3568,520.0455,3.0,-218.1342,4.0,0.03,3.2
3569,-340.037,3.0,-481.6459,4.0,0.03,3.2
3570,-356.3227,3.0,-353.1545,4.0,0.03,3.2
3571,-72.0921,3.0,245.2985,4.0,0.03,3.2
3572,39.0061,3.0,-167.6221,4.0,0.03,3.2
3573,511.0126,3.0,-193.5391,4.0,0.03,3.2
3574,-97.5921,3.0,244.2794,4.0,0.03,3.2
3575,226.6733,3.0,-231.1973,4.0,0.03,3.2
3576,246.4201,3.0,-165.4617,4.0,0.03,3.2
3577,48.3468,3.0,-287.9484,4.0,0.03,3.2
3578,55.8504,3.0,237.819,4.0,0.03,3.2
3579,-23.6624,3.0,240.7812,4.0,0.03,3.2
3580,482.8742,3.0,-17.0784,4.0,0.03,3.2
3581,468.1356,3.0,-24.2405,4.0,0.03,3.2
3582,-199.1583,3.0,-230.1325,4.0,0.03,3.2
3583,193.4886,3.0,212.1507,4.0,0.03,3.2
3584,-47.4327,3.0,244.2377,4.0,0.03,3.2
3585,79.5496,3.0,239.5762,4.0,0.03,3.2
3586,289.3759,3.0,168.1703,4.0,0.03,3.2
3587,307.4316,3.0,-73.3841,4.0,0.03,3.2
3588,-206.1789,3.0,-442.6679,4.0,0.03,3.2
3589,290.6203,3.0,-588.079,4.0,0.03,3.2
3590,-462.0626,3.0,-393.7758,4.0,0.03,3.2
3591,492.3347,3.0,-342.2882,4.0,0.03,3.2
3592,240.4144,3.0,-245.8282,4.0,0.03,3.2
3593,468.3775,3.0,-169.6206,4.0,0.03,3.2
3594,-313.7838,3.0,163.7018,4.0,0.03,3.2
3595,401.6961,3.0,-494.6305,4.0,0.03,3.2
3596,-241.9846,3.0,182.9085,4.0,0.03,3.2
3597,7.8229,3.0,-539.7255,4.0,0.03,3.2
3598,-369.6848,3.0,-410.5997,4.0,0.03,3.2
3599,160.2496,3.0,-247.3463,4.0,0.03,3.2
3600,-79.3118,3.0,75.9353,4.0,0.03,3.2
3601,-289.2269,3.0,-581.6557,4.0,0.03,3.2
3602,238.6098,3.0,-176.2192,4.0,0.03,3.2
3603,70.3224,3.0,234.3926,4.0,0.03,3.2
3604,-505.094,3.0,-169.9647,4.0,0.03,3.2
3605,456.0576,3.0,-199.9576,4.0,0.03,3.2
3606,46.0003,3.0,-538.3273,4.0,0.03,3.2
3607,453.4476,3.0,28.6209,4.0,0.03,3.2
3608,-231.2199,3.0,-166.6824,4.0,0.03,3.2
3609,191.0964,3.0,-214.228,4.0,0.03,3.2
3610,-38.3867,3.0,238.4341,4.0,0.03,3.2
3611,-506.6342,3.0,-99.0392,4.0,0.03,3.2
3612,66.9831,3.0,174.288,4.0,0.03,3.2
3613,276.6682,3.0,-594.6016,4.0,0.03,3.2
3614,118.4019,3.0,232.5611,4.0,0.03,3.2
3615,448.6993,3.0,-396.9848,4.0,0.03,3.2
3616,-254.1115,3.0,182.6528,4.0,0.03,3.2
3617,499.9529,3.0,-118.4123,4.0,0.03,3.2
3618,169.7852,3.0,-533.0795,4.0,0.03,3.2
3619,-359.1407,3.0,-178.7557,4.0,0.03,3.2
3620,144.9746,3.0,-332.8964,4.0,0.03,3.2
3621,94.0788,3.0,234.6975,4.0,0.03,3.2
3622,407.7733,3.0,-75.257,4.0,0.03,3.2
3623,131.1871,3.0,-166.7801,4.0,0.03,3.2
3624,344.2511,3.0,34.8667,4.0,0.03,3.2
3625,-398.2595,3.0,-485.7246,4.0,0.03,3.2
3626,-275.4134,3.0,-588.4908,4.0,0.03,3.2
3627,125.873,3.0,-203.62,4.0,0.03,3.2
3628,-53.7856,3.0,167.8867,4.0,0.03,3.2
3629,8.7926,3.0,-242.7424,4.0,0.03,3.2
3630,84.5522,3.0,230.0885,4.0,0.03,3.2
3631,374.4484,3.0,-54.9428,4.0,0.03,3.2
3632,414.219,3.0,-21.3947,4.0,0.03,3.2
3633,-137.9063,3.0,-575.753,4.0,0.03,3.2
3634,-35.3317,3.0,-521.5345,4.0,0.03,3.2
3635,-391.0649,3.0,86.8724,4.0,0.03,3.2
3636,143.2857,3.0,228.3075,4.0,0.03,3.2
3637,439.2151,3.0,-407.286,4.0,0.03,3.2
3638,94.1794,3.0,-606.3601,4.0,0.03,3.2
3639,-52.9451,3.0,235.1865,4.0,0.03,3.2
3640,-453.8999,3.0,21.943,4.0,0.03,3.2
3641,-300.1832,3.0,165.8153,4.0,0.03,3.2
3642,-315.0832,3.0,-63.7931,4.0,0.03,3.2
3643,-138.1009,3.0,232.0914,4.0,0.03,3.2
3644,-112.4119,3.0,237.3774,4.0,0.03,3.2
3645,433.4217,3.0,-80.0966,4.0,0.03,3.2
3646,-421.7992,3.0,63.8938,4.0,0.03,3.2
3647,-77.4424,3.0,-157.3013,4.0,0.03,3.2
3648,495.6791,3.0,-303.1668,4.0,0.03,3.2
3649,-437.8811,3.0,43.6212,4.0,0.03,3.2
3650,309.469,3.0,153.1432,4.0,0.03,3.2
3651,217.098,3.0,41.8889,4.0,0.03,3.2
3652,-261.4425,3.0,-594.9975,4.0,0.03,3.2
3653,190.0807,3.0,-626.6773,4.0,0.03,3.2
3654,-200.6868,3.0,-307.7284,4.0,0.03,3.2
3655,-377.2711,3.0,90.6367,4.0,0.03,3.2
3656,35.6336,3.0,-145.2446,4.0,0.03,3.2
3657,108.2775,3.0,228.9412,4.0,0.03,3.2
3658,363.489,3.0,53.4341,4.0,0.03,3.2
3659,-235.8542,3.0,59.8396,4.0,0.03,3.2
3660,-386.6782,3.0,-495.1616,4.0,0.03,3.2
3661,-333.57,3.0,-289.6005,4.0,0.03,3.2
3662,98.4866,3.0,224.9237,4.0,0.03,3.2
3663,-494.7903,3.0,-280.3156,4.0,0.03,3.2
3664,-500.1948,3.0,-230.6352,4.0,0.03,3.2
3665,194.1993,3.0,166.3195,4.0,0.03,3.2
3666,-76.9747,3.0,235.6979,4.0,0.03,3.2
3667,-482.5892,3.0,-265.9848,4.0,0.03,3.2
3668,-488.7354,3.0,-254.3416,4.0,0.03,3.2
3669,146.3245,3.0,-521.4822,4.0,0.03,3.2
3670,-4.9138,3.0,-539.5918,4.0,0.03,3.2
3671,-259.9506,3.0,-60.1858,4.0,0.03,3.2
3672,-482.4088,3.0,-42.2668,4.0,0.03,3.2
3673,151.9165,3.0,186.0156,4.0,0.03,3.2
3674,275.4687,3.0,-468.3205,4.0,0.03,3.2
3675,410.3693,3.0,59.8078,4.0,0.03,3.2
3676,482.0413,3.0,-32.914,4.0,0.03,3.2
3677,296.7697,3.0,155.0935,4.0,0.03,3.2
3678,-325.2252,3.0,65.9189,4.0,0.03,3.2
3679,155.3211,3.0,-555.5139,4.0,0.03,3.2
3680,-249.98,3.0,-154.4823,4.0,0.03,3.2
3681,132.42,3.0,225.3227,4.0,0.03,3.2
3682,447.9059,3.0,-425.4413,4.0,0.03,3.2
3683,-496.4939,3.0,-193.9729,4.0,0.03,3.2
3684,38.4853,3.0,-240.7206,4.0,0.03,3.2
3685,4.8185,3.0,189.8945,4.0,0.03,3.2
3686,-105.7086,3.0,-249.4548,4.0,0.03,3.2
3687,-219.427,3.0,-210.2063,4.0,0.03,3.2
3688,377.9311,3.0,-512.6831,4.0,0.03,3.2
3689,-239.1419,3.0,-324.7555,4.0,0.03,3.2
3690,-250.1358,3.0,171.2535,4.0,0.03,3.2
3691,396.8695,3.0,64.4431,4.0,0.03,3.2
3692,-127.918,3.0,116.8749,4.0,0.03,3.2
3693,439.471,3.0,34.9579,4.0,0.03,3.2
3694,-350.6438,3.0,-521.7957,4.0,0.03,3.2
3695,86.373,3.0,144.7252,4.0,0.03,3.2
3696,468.6874,3.0,-8.8745,4.0,0.03,3.2
3697,-430.5847,3.0,-186.9395,4.0,0.03,3.2
3698,506.3095,3.0,-205.3617,4.0,0.03,3.2
3699,284.713,3.0,156.8653,4.0,0.03,3.2
3700,-271.2599,3.0,134.207,4.0,0.03,3.2
3701,454.1534,3.0,13.7433,4.0,0.03,3.2
3702,-407.3696,3.0,68.8549,4.0,0.03,3.2
3703,354.7874,3.0,-435.6389,4.0,0.03,3.2
3704,-320.9704,3.0,148.7743,4.0,0.03,3.2
3705,-442.9467,3.0,-415.4921,4.0,0.03,3.2
3706,243.3617,3.0,-504.8069,4.0,0.03,3.2
3707,81.9825,3.0,-352.4368,4.0,0.03,3.2
3708,398.7987,3.0,51.4366,4.0,0.03,3.2
3709,47.4396,3.0,232.22,4.0,0.03,3.2
3710,-174.8149,3.0,29.0986,4.0,0.03,3.2
3711,-468.5216,3.0,-17.1318,4.0,0.03,3.2
